person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
23.0,51996.0,RENT,7.0,DEBTCONSOLIDATION,C,4000.0,13.98,0.0,0.08,Y,2.0
24.0,52000.0,RENT,3.0,DEBTCONSOLIDATION,B,4000.0,10.37,0.0,0.08,N,3.0
23.0,39996.0,OWN,1.0,MEDICAL,B,11000.0,9.63,0.0,0.28,N,3.0
24.0,52000.0,RENT,3.0,MEDICAL,B,4000.0,9.88,0.0,0.08,N,2.0
25.0,46392.0,RENT,9.0,DEBTCONSOLIDATION,D,4000.0,16.32,1.0,0.09,Y,3.0
26.0,52800.0,RENT,1.0,PERSONAL,A,4000.0,7.948779496693559,0.0,0.08,N,3.0
22.0,53285.0,RENT,0.0,EDUCATION,A,4000.0,7.9,0.0,0.08,N,4.0
24.0,53636.0,RENT,8.0,EDUCATION,B,4000.0,10.62,0.0,0.07,N,2.0
23.0,48000.0,RENT,8.0,PERSONAL,B,4000.0,10.37,1.0,0.08,N,3.0
25.0,54000.0,RENT,2.0,EDUCATION,B,4000.0,11.89,0.0,0.07,N,2.0
26.0,54996.0,RENT,0.0,PERSONAL,A,4000.0,7.51,0.0,0.07,N,4.0
22.0,39996.0,OWN,5.0,EDUCATION,C,3500.0,13.0589125242423,0.0,0.09,N,2.0
23.0,55000.0,RENT,8.0,MEDICAL,B,4000.0,10.99,0.0,0.07,N,2.0
26.0,55000.0,RENT,0.0,EDUCATION,A,4000.0,6.92,0.0,0.07,N,4.0
21.0,55000.0,RENT,5.0,DEBTCONSOLIDATION,C,4000.0,13.35,0.0,0.07,Y,2.0
23.0,55000.0,RENT,5.0,PERSONAL,B,4000.0,11.86,0.0,0.07,N,4.0
23.0,55000.0,RENT,4.0,MEDICAL,B,4000.0,12.53,0.0,0.07,N,2.0
24.0,55000.0,RENT,0.0,EDUCATION,B,4000.0,11.26,0.0,0.07,N,4.0
23.0,56000.0,RENT,7.0,VENTURE,C,4000.0,15.23,0.0,0.07,Y,4.0
23.0,39996.0,MORTGAGE,5.0,EDUCATION,A,10000.0,7.51,0.0,0.25,N,3.0
21.0,57000.0,RENT,6.0,EDUCATION,A,4000.0,7.49,0.0,0.07,N,4.0
21.0,39996.0,MORTGAGE,5.0,PERSONAL,B,8000.0,10.25,0.0,0.2,N,4.0
22.0,57000.0,RENT,6.0,VENTURE,B,4000.0,10.53400670919404,0.0,0.07,N,2.0
23.0,57500.0,RENT,1.0,VENTURE,B,4000.0,8.88,0.0,0.07,N,2.0
23.0,39996.0,MORTGAGE,3.0,EDUCATION,A,3600.0,7.51,0.0,0.09,N,4.0
21.0,39996.0,MORTGAGE,6.0,EDUCATION,C,13000.0,13.48,0.0,0.33,N,2.0
23.0,57600.0,RENT,1.0,DEBTCONSOLIDATION,A,4000.0,7.75,0.0,0.07,N,2.0
26.0,39996.0,OWN,10.0,VENTURE,C,7000.0,13.57,0.0,0.18,Y,3.0
23.0,58000.0,RENT,1.0,VENTURE,B,4000.0,10.74,0.0,0.07,N,2.0
22.0,58000.0,RENT,5.0,EDUCATION,B,4000.0,10.0,0.0,0.07,N,4.0
23.0,58320.0,RENT,4.0,MEDICAL,B,4000.0,10.37,0.0,0.07,N,2.0
22.0,39996.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000.0,8.0,0.0,0.15,N,3.0
26.0,52800.0,RENT,4.0,PERSONAL,B,4000.0,9.99,1.0,0.08,N,3.0
25.0,39996.0,MORTGAGE,7.0,VENTURE,B,3200.0,10.301520269782303,0.0,0.08,N,4.0
22.0,60000.0,RENT,6.0,EDUCATION,A,4000.0,7.51,0.0,0.07,N,3.0
23.0,60000.0,RENT,7.0,EDUCATION,D,4000.0,15.33,0.0,0.07,Y,2.0
23.0,60000.0,RENT,1.0,EDUCATION,B,4000.0,11.83,0.0,0.07,N,3.0
26.0,54000.0,RENT,0.0,MEDICAL,C,4000.0,13.47,1.0,0.07,N,2.0
22.0,60000.0,RENT,6.0,PERSONAL,B,4000.0,12.21,0.0,0.07,N,3.0
24.0,39996.0,MORTGAGE,8.0,DEBTCONSOLIDATION,C,7500.0,12.22,0.0,0.19,N,4.0
26.0,62000.0,RENT,1.0,EDUCATION,C,4000.0,13.06,0.0,0.06,Y,2.0
26.0,39996.0,MORTGAGE,10.0,VENTURE,A,6500.0,8.32,0.0,0.16,N,3.0
23.0,62000.0,RENT,3.0,PERSONAL,C,4000.0,10.59,0.0,0.06,Y,3.0
24.0,56400.0,RENT,0.0,EDUCATION,E,4000.0,14.75,1.0,0.07,Y,2.0
25.0,62500.0,RENT,9.0,EDUCATION,A,4000.0,8.9,0.0,0.06,N,3.0
25.0,62500.0,RENT,6.0,DEBTCONSOLIDATION,B,4000.0,10.37,0.0,0.06,N,3.0
21.0,63000.0,RENT,0.0,EDUCATION,B,4000.0,11.49,0.0,0.06,N,3.0
22.0,63000.0,RENT,5.0,EDUCATION,B,4000.0,10.55420450270783,0.0,0.06,N,4.0
23.0,63500.0,RENT,0.0,EDUCATION,C,4000.0,13.17001569867897,0.0,0.06,N,4.0
22.0,40000.0,MORTGAGE,6.0,PERSONAL,B,14400.0,12.69,0.0,0.36,N,3.0
22.0,40000.0,MORTGAGE,6.0,MEDICAL,A,9875.0,7.9,0.0,0.25,N,4.0
24.0,65000.0,RENT,0.0,DEBTCONSOLIDATION,A,4000.0,7.51,0.0,0.06,N,3.0
25.0,65000.0,RENT,3.0,PERSONAL,A,4000.0,6.62,0.0,0.06,N,2.0
26.0,40000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,C,12000.0,13.49,0.0,0.3,N,2.0
24.0,65000.0,RENT,1.0,MEDICAL,A,4000.0,5.42,0.0,0.06,N,2.0
23.0,65000.0,RENT,1.0,PERSONAL,A,4000.0,7.49,0.0,0.06,N,4.0
25.0,65499.0,RENT,9.0,VENTURE,C,4000.0,12.23,0.0,0.06,N,4.0
23.0,40000.0,MORTGAGE,5.0,EDUCATION,B,18000.0,9.91,0.0,0.45,N,2.0
23.0,61000.0,RENT,2.0,DEBTCONSOLIDATION,D,4000.0,16.0,1.0,0.07,Y,4.0
24.0,67200.0,RENT,5.0,HOMEIMPROVEMENT,D,4000.0,15.725563949981876,0.0,0.06,Y,2.0
23.0,67450.0,RENT,8.0,EDUCATION,A,4000.0,6.76,0.0,0.06,N,3.0
22.0,40000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,C,12000.0,13.49,0.0,0.3,N,2.0
25.0,68000.0,RENT,0.0,VENTURE,A,4000.0,6.76,0.0,0.06,N,2.0
22.0,63000.0,RENT,6.0,HOMEIMPROVEMENT,B,4000.0,11.12,1.0,0.06,N,2.0
23.0,69360.0,RENT,5.0,DEBTCONSOLIDATION,A,4000.0,7.74,0.0,0.06,N,3.0
23.0,63996.0,RENT,2.0,HOMEIMPROVEMENT,D,4000.0,15.531323815378908,1.0,0.06,Y,2.0
21.0,70000.0,RENT,5.0,EDUCATION,A,4000.0,7.9,0.0,0.06,N,2.0
26.0,70000.0,RENT,4.0,DEBTCONSOLIDATION,A,4000.0,5.99,0.0,0.06,N,4.0
24.0,70000.0,RENT,8.0,VENTURE,C,4000.0,13.49,0.0,0.06,Y,4.0
23.0,40000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6000.0,10.65,0.0,0.15,N,4.0
26.0,70000.0,RENT,4.0,VENTURE,C,4000.0,13.06,0.0,0.06,Y,4.0
26.0,70000.0,RENT,5.0,PERSONAL,C,4000.0,13.85,0.0,0.06,N,4.0
23.0,34000.0,MORTGAGE,3.0,VENTURE,C,12000.0,14.27,1.0,0.35,N,4.0
25.0,40000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,C,7100.0,12.903844971040478,0.0,0.18,N,2.0
24.0,72000.0,RENT,4.0,DEBTCONSOLIDATION,A,4000.0,7.88,0.0,0.06,N,3.0
25.0,75000.0,RENT,4.0,PERSONAL,B,4000.0,11.49,0.0,0.05,N,2.0
22.0,40000.0,MORTGAGE,6.0,MEDICAL,A,5000.0,6.03,0.0,0.13,N,2.0
22.0,34000.0,MORTGAGE,6.0,MEDICAL,B,4500.0,11.71,1.0,0.13,N,2.0
25.0,40000.0,MORTGAGE,7.0,EDUCATION,A,2100.0,6.03,0.0,0.05,N,2.0
23.0,40000.0,MORTGAGE,7.0,VENTURE,A,5000.0,6.62,0.0,0.13,N,4.0
24.0,40000.0,MORTGAGE,1.0,MEDICAL,B,7500.0,12.42,0.0,0.19,N,4.0
23.0,40000.0,MORTGAGE,4.0,PERSONAL,B,6000.0,10.33073176739953,0.0,0.15,N,2.0
22.0,77250.0,RENT,3.0,PERSONAL,B,4000.0,11.71,0.0,0.05,N,3.0
22.0,78972.0,RENT,5.0,MEDICAL,C,4000.0,13.136746399110962,0.0,0.05,Y,2.0
24.0,40000.0,MORTGAGE,6.0,EDUCATION,B,5400.0,12.42,0.0,0.14,N,3.0
25.0,80000.0,RENT,2.0,DEBTCONSOLIDATION,B,4000.0,10.59,0.0,0.05,N,3.0
22.0,40000.0,MORTGAGE,2.0,EDUCATION,A,10000.0,6.03,0.0,0.25,N,3.0
23.0,80000.0,RENT,3.0,EDUCATION,D,4000.0,14.46,0.0,0.05,Y,4.0
22.0,80000.0,RENT,6.0,EDUCATION,B,4000.0,11.12,0.0,0.05,N,4.0
22.0,40000.0,MORTGAGE,3.0,MEDICAL,B,6700.0,10.65,0.0,0.17,N,4.0
24.0,81996.0,RENT,1.0,DEBTCONSOLIDATION,C,4000.0,12.53,0.0,0.05,N,4.0
26.0,82000.0,RENT,2.0,EDUCATION,C,4000.0,13.48,0.0,0.05,N,2.0
26.0,34000.0,MORTGAGE,5.0,EDUCATION,B,5500.0,10.65,1.0,0.16,N,3.0
23.0,92000.0,RENT,2.0,EDUCATION,A,4000.0,5.42,0.0,0.04,N,2.0
24.0,93000.0,RENT,8.0,MEDICAL,A,4000.0,5.42,0.0,0.04,N,2.0
24.0,95000.0,RENT,0.0,EDUCATION,A,4000.0,7.9,0.0,0.04,N,4.0
23.0,95000.0,RENT,7.0,EDUCATION,B,4000.0,11.49,0.0,0.04,N,3.0
23.0,40000.0,OWN,1.0,VENTURE,B,15000.0,12.42,0.0,0.38,N,4.0
24.0,40000.0,MORTGAGE,3.0,EDUCATION,B,6400.0,9.91,0.0,0.16,N,4.0
26.0,98000.0,RENT,3.0,VENTURE,A,4000.0,9.32,0.0,0.04,N,2.0
22.0,40000.0,MORTGAGE,6.0,MEDICAL,A,7500.0,7.51,0.0,0.19,N,3.0
23.0,88000.0,RENT,4.0,HOMEIMPROVEMENT,A,4000.0,7.14,1.0,0.05,N,4.0
24.0,40000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4500.0,6.62,0.0,0.11,N,3.0
22.0,40000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2000.0,7.9,0.0,0.05,N,2.0
21.0,40000.0,OWN,0.0,EDUCATION,C,2500.0,14.27,0.0,0.06,N,2.0
26.0,34000.0,MORTGAGE,3.0,MEDICAL,D,4000.0,17.58,1.0,0.12,N,3.0
26.0,130000.0,RENT,0.0,EDUCATION,B,4000.0,10.99,0.0,0.03,N,3.0
24.0,118068.0,RENT,0.0,DEBTCONSOLIDATION,B,4000.0,10.51,1.0,0.03,N,3.0
26.0,131000.0,RENT,10.0,HOMEIMPROVEMENT,C,4000.0,12.84,0.0,0.03,Y,3.0
21.0,40000.0,MORTGAGE,5.0,PERSONAL,A,5000.0,6.62,0.0,0.13,N,2.0
26.0,158000.0,RENT,0.0,HOMEIMPROVEMENT,D,4000.0,14.84,1.0,0.03,N,3.0
24.0,15000.0,RENT,8.0,DEBTCONSOLIDATION,C,4200.0,13.11,1.0,0.28,Y,2.0
24.0,16000.0,RENT,2.0,DEBTCONSOLIDATION,D,4200.0,15.561180825368204,1.0,0.26,N,4.0
21.0,19000.0,RENT,2.0,HOMEIMPROVEMENT,C,4200.0,12.960808600809997,1.0,0.22,Y,2.0
23.0,21000.0,RENT,3.0,EDUCATION,A,4200.0,7.96699852999411,0.0,0.2,N,3.0
24.0,40000.0,MORTGAGE,6.0,VENTURE,B,10000.0,9.91,0.0,0.25,N,3.0
23.0,21600.0,RENT,0.0,PERSONAL,C,4200.0,15.23,0.0,0.19,N,4.0
22.0,22560.0,RENT,3.0,PERSONAL,D,4200.0,15.2,1.0,0.19,Y,4.0
23.0,40000.0,MORTGAGE,7.0,MEDICAL,A,4000.0,7.51,0.0,0.1,N,2.0
23.0,23520.0,RENT,8.0,MEDICAL,A,4200.0,7.942643588727093,0.0,0.18,N,3.0
25.0,24996.0,RENT,1.0,PERSONAL,C,4200.0,14.26,0.0,0.17,Y,2.0
24.0,26000.0,RENT,0.0,PERSONAL,E,4200.0,16.0,1.0,0.16,N,2.0
22.0,28080.0,RENT,3.1343148374300878,MEDICAL,B,4200.0,9.91,1.0,0.15,N,4.0
25.0,40000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8000.0,10.331709175284825,0.0,0.2,N,4.0
26.0,29000.0,RENT,10.0,DEBTCONSOLIDATION,B,4200.0,10.511551339040842,0.0,0.14,N,3.0
26.0,30000.0,RENT,3.0,PERSONAL,B,4200.0,9.91,0.0,0.14,N,4.0
26.0,30000.0,RENT,1.0,EDUCATION,D,4200.0,16.49,1.0,0.14,N,3.0
25.0,30000.0,RENT,3.0,MEDICAL,D,4200.0,15.99,0.0,0.14,N,3.0
25.0,12000.0,RENT,3.0,DEBTCONSOLIDATION,C,4350.0,12.98,1.0,0.36,Y,4.0
23.0,40000.0,OWN,4.015060331460619,VENTURE,A,2000.0,7.868894374984652,0.0,0.05,N,4.0
22.0,22000.0,RENT,6.0,MEDICAL,C,4350.0,11.54,0.0,0.2,N,3.0
23.0,40000.0,OWN,4.26653408241202,VENTURE,A,7500.0,5.42,0.0,0.19,N,2.0
22.0,30000.0,RENT,3.3676375993479413,EDUCATION,A,4350.0,6.03,0.0,0.14,N,4.0
23.0,40000.0,OWN,7.0,MEDICAL,A,5000.0,8.49,0.0,0.13,N,4.0
23.0,40000.0,MORTGAGE,3.0,VENTURE,B,4000.0,9.99,0.0,0.1,N,4.0
26.0,40000.0,MORTGAGE,3.0,MEDICAL,A,2200.0,8.49,0.0,0.06,N,3.0
25.0,40000.0,MORTGAGE,0.0,MEDICAL,A,3600.0,7.49,0.0,0.09,N,3.0
24.0,14400.0,RENT,0.0,DEBTCONSOLIDATION,B,4375.0,10.361647189277633,1.0,0.3,N,2.0
23.0,40000.0,MORTGAGE,7.0,PERSONAL,B,4000.0,10.99,0.0,0.1,N,4.0
26.0,40000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,B,6000.0,11.99,0.0,0.15,N,2.0
26.0,15000.0,RENT,0.0,DEBTCONSOLIDATION,B,4375.0,12.69,1.0,0.29,N,4.0
24.0,16800.0,RENT,2.7621109853497123,DEBTCONSOLIDATION,B,4375.0,9.99,1.0,0.26,N,2.0
24.0,22044.0,RENT,3.0,HOMEIMPROVEMENT,E,4375.0,16.4,1.0,0.2,Y,3.0
26.0,24480.0,RENT,0.0,MEDICAL,A,4375.0,5.79,0.0,0.18,N,4.0
23.0,50000.0,RENT,5.0,DEBTCONSOLIDATION,A,4375.0,8.49,0.0,0.09,N,2.0
22.0,14400.0,RENT,0.0,HOMEIMPROVEMENT,E,4400.0,19.91,1.0,0.31,N,4.0
22.0,19200.0,RENT,6.0,PERSONAL,B,4400.0,11.49,1.0,0.23,N,2.0
21.0,20000.0,RENT,3.0,PERSONAL,A,4400.0,6.91,0.0,0.22,N,4.0
24.0,25000.0,RENT,0.0,DEBTCONSOLIDATION,A,4400.0,6.76,0.0,0.18,N,3.0
21.0,40000.0,MORTGAGE,5.0,EDUCATION,C,2000.0,12.99,0.0,0.05,Y,4.0
22.0,32496.0,RENT,5.0,PERSONAL,A,4400.0,8.49,0.0,0.14,N,4.0
23.0,40000.0,MORTGAGE,3.0,MEDICAL,A,5000.0,5.42,0.0,0.13,N,3.0
23.0,40000.0,MORTGAGE,7.0,EDUCATION,C,6000.0,14.79,0.0,0.15,N,2.0
26.0,40000.0,MORTGAGE,5.0,EDUCATION,A,7200.0,7.49,0.0,0.18,N,2.0
22.0,34000.0,MORTGAGE,6.0,VENTURE,D,15000.0,15.99,1.0,0.44,Y,2.0
23.0,38000.0,RENT,5.0,VENTURE,B,4400.0,11.71,0.0,0.12,N,2.0
23.0,43000.0,RENT,7.0,MEDICAL,B,4400.0,11.99,1.0,0.1,N,4.0
22.0,40000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000.0,12.99,0.0,0.13,Y,2.0
24.0,49000.0,RENT,8.0,DEBTCONSOLIDATION,D,4400.0,16.77,1.0,0.09,Y,3.0
22.0,60000.0,RENT,0.0,EDUCATION,C,4400.0,15.23,0.0,0.07,Y,3.0
24.0,72000.0,RENT,6.0,PERSONAL,A,4400.0,7.9447071743349715,0.0,0.06,N,4.0
24.0,80000.0,RENT,7.0,EDUCATION,E,4400.0,19.03,0.0,0.06,Y,2.0
23.0,40000.0,MORTGAGE,7.0,VENTURE,B,13000.0,9.99,0.0,0.33,N,3.0
26.0,95459.0,RENT,10.0,DEBTCONSOLIDATION,C,4400.0,13.8,0.0,0.05,N,4.0
24.0,33600.0,RENT,5.0,PERSONAL,B,4450.0,11.49,0.0,0.13,N,4.0
24.0,42200.0,RENT,5.0,DEBTCONSOLIDATION,A,4450.0,9.32,0.0,0.11,N,4.0
22.0,40000.0,MORTGAGE,5.0,PERSONAL,A,5400.0,7.42,0.0,0.14,N,2.0
22.0,40000.0,MORTGAGE,7.0,EDUCATION,A,14000.0,7.49,0.0,0.35,N,3.0
22.0,14400.0,RENT,0.0,EDUCATION,A,4500.0,7.88,1.0,0.31,N,4.0
25.0,40000.0,MORTGAGE,2.0,PERSONAL,B,4500.0,10.99,0.0,0.11,N,3.0
25.0,40000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,C,3500.0,13.49,0.0,0.09,N,3.0
24.0,40000.0,MORTGAGE,3.0,VENTURE,B,3200.0,10.99,0.0,0.08,N,2.0
23.0,15600.0,RENT,1.0,VENTURE,A,4500.0,5.99,1.0,0.29,N,4.0
25.0,15600.0,RENT,3.0,PERSONAL,A,4500.0,7.51,1.0,0.29,N,3.0
22.0,40000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7500.0,11.49,0.0,0.19,N,3.0
24.0,40000.0,OWN,6.0,EDUCATION,A,2800.0,8.49,0.0,0.07,N,4.0
25.0,17600.0,RENT,2.8297180833839533,PERSONAL,C,4500.0,13.99,1.0,0.26,N,2.0
25.0,40000.0,OWN,0.0,MEDICAL,A,11000.0,8.49,0.0,0.28,N,2.0
23.0,18000.0,RENT,3.114113970158988,VENTURE,A,4500.0,7.49,1.0,0.25,N,4.0
24.0,40000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000.0,7.49,0.0,0.38,N,2.0
24.0,40000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3000.0,11.99,0.0,0.07,N,4.0
23.0,40000.0,MORTGAGE,6.0,MEDICAL,B,13200.0,10.399423379924766,0.0,0.33,N,4.0
23.0,40000.0,MORTGAGE,2.0,MEDICAL,B,2000.0,10.99,0.0,0.05,N,4.0
21.0,18000.0,RENT,2.0,PERSONAL,B,4500.0,10.38,1.0,0.25,N,2.0
24.0,40000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,2500.0,9.99,0.0,0.06,N,2.0
23.0,18000.0,RENT,0.0,DEBTCONSOLIDATION,B,4500.0,12.21,1.0,0.25,N,3.0
24.0,18200.0,RENT,8.0,EDUCATION,A,4500.0,8.94,1.0,0.25,N,2.0
24.0,40000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000.0,5.79,0.0,0.25,N,4.0
25.0,18204.0,RENT,0.0,EDUCATION,C,4500.0,13.61,1.0,0.25,N,2.0
26.0,40000.0,OWN,0.0,MEDICAL,B,4300.0,10.74,0.0,0.11,N,2.0
21.0,20000.0,RENT,5.0,PERSONAL,C,4500.0,13.49,0.0,0.23,N,2.0
24.0,40000.0,MORTGAGE,9.0,MEDICAL,B,2125.0,11.11,0.0,0.05,N,4.0
21.0,20004.0,RENT,4.0,MEDICAL,A,4500.0,8.0,0.0,0.22,N,2.0
21.0,20400.0,RENT,2.0,PERSONAL,B,4500.0,10.99,0.0,0.22,N,2.0
25.0,21000.0,RENT,0.0,DEBTCONSOLIDATION,B,4500.0,9.62,0.0,0.21,N,4.0
25.0,21000.0,RENT,2.0,EDUCATION,E,4500.0,16.45,1.0,0.21,Y,4.0
22.0,40000.0,MORTGAGE,7.0,PERSONAL,A,10850.0,7.66,0.0,0.27,N,4.0
23.0,21600.0,RENT,1.0,EDUCATION,D,4500.0,15.65,1.0,0.21,N,2.0
23.0,23421.0,RENT,3.0,MEDICAL,E,4500.0,17.99,1.0,0.19,Y,3.0
23.0,34000.0,MORTGAGE,0.0,EDUCATION,C,4000.0,14.17,1.0,0.12,N,2.0
23.0,40000.0,MORTGAGE,6.0,PERSONAL,B,7200.0,11.11,0.0,0.18,N,2.0
21.0,23916.0,RENT,2.0,EDUCATION,B,4500.0,9.62,0.0,0.19,N,4.0
26.0,24000.0,RENT,10.0,MEDICAL,B,4500.0,12.42,0.0,0.19,N,4.0
24.0,40000.0,MORTGAGE,6.0,DEBTCONSOLIDATION,B,5000.0,11.11,0.0,0.13,N,2.0
26.0,24000.0,RENT,5.0,VENTURE,A,4500.0,5.79,0.0,0.19,N,3.0
22.0,24000.0,RENT,0.0,EDUCATION,B,4500.0,11.49,0.0,0.19,N,2.0
25.0,40000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,4000.0,7.29,0.0,0.1,N,2.0
22.0,24500.0,RENT,3.0,DEBTCONSOLIDATION,A,4500.0,8.94,0.0,0.18,N,2.0
23.0,25596.0,RENT,2.0,MEDICAL,B,4500.0,9.99,0.0,0.18,N,4.0
23.0,26000.0,RENT,3.0,MEDICAL,A,4500.0,8.49,1.0,0.17,N,2.0
25.0,30996.0,RENT,9.0,VENTURE,A,4500.0,6.92,0.0,0.15,N,3.0
24.0,32000.0,RENT,3.566185207097976,MEDICAL,A,4500.0,7.29,0.0,0.14,N,4.0
23.0,32400.0,RENT,4.0,EDUCATION,A,4500.0,7.49,0.0,0.14,N,4.0
22.0,40000.0,MORTGAGE,1.0,EDUCATION,A,4800.0,5.42,0.0,0.12,N,2.0
22.0,33000.0,RENT,2.0,PERSONAL,A,4500.0,7.88,0.0,0.14,N,3.0
23.0,33000.0,RENT,1.0,DEBTCONSOLIDATION,D,4500.0,15.05,1.0,0.14,N,4.0
21.0,40000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,8000.0,6.92,0.0,0.2,N,4.0
22.0,35000.0,RENT,2.0,VENTURE,C,4500.0,14.27,0.0,0.13,Y,2.0
23.0,35000.0,RENT,5.0,PERSONAL,B,4500.0,10.59,0.0,0.13,N,2.0
24.0,35000.0,RENT,1.0,MEDICAL,C,4500.0,12.87,0.0,0.13,Y,3.0
22.0,40000.0,MORTGAGE,5.0,MEDICAL,B,8000.0,10.74,0.0,0.2,N,3.0
23.0,40000.0,MORTGAGE,7.0,VENTURE,B,14000.0,10.393174224704518,0.0,0.35,N,3.0
21.0,36000.0,RENT,0.0,EDUCATION,A,4500.0,6.62,0.0,0.13,N,2.0
26.0,40000.0,MORTGAGE,5.0,MEDICAL,A,16000.0,7.805682546934179,0.0,0.4,N,3.0
26.0,34000.0,MORTGAGE,4.0,PERSONAL,A,12250.0,6.91,1.0,0.36,N,4.0
22.0,36000.0,RENT,5.0,EDUCATION,A,4500.0,6.17,0.0,0.13,N,3.0
24.0,36000.0,RENT,5.0,VENTURE,A,4500.0,7.14,0.0,0.13,N,4.0
22.0,40000.0,OWN,5.0,MEDICAL,B,6000.0,9.25,0.0,0.15,N,3.0
22.0,37342.0,RENT,3.0,VENTURE,C,4500.0,11.03,0.0,0.12,Y,2.0
23.0,40000.0,MORTGAGE,2.0,MEDICAL,B,7000.0,8.88,0.0,0.17,N,3.0
24.0,37500.0,RENT,0.0,PERSONAL,A,4500.0,5.42,0.0,0.12,N,4.0
24.0,40000.0,OWN,0.0,PERSONAL,A,6900.0,6.91,0.0,0.17,N,3.0
22.0,32000.0,RENT,5.0,MEDICAL,A,4500.0,9.63,1.0,0.14,N,2.0
24.0,38000.0,RENT,8.0,MEDICAL,B,4500.0,10.83,0.0,0.12,N,2.0
23.0,38004.0,RENT,2.0,EDUCATION,A,4500.0,7.88,0.0,0.12,N,2.0
24.0,34000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,D,7000.0,14.09,1.0,0.21,N,2.0
24.0,39000.0,RENT,2.0,VENTURE,B,4500.0,10.99,0.0,0.12,N,4.0
22.0,39996.0,RENT,2.0,EDUCATION,C,4500.0,13.43,0.0,0.11,N,4.0
22.0,40000.0,RENT,6.0,EDUCATION,A,4500.0,7.66,0.0,0.11,N,3.0
26.0,40000.0,RENT,0.0,MEDICAL,A,4500.0,7.74,0.0,0.11,N,2.0
25.0,40000.0,OWN,3.0,EDUCATION,D,12000.0,14.83,0.0,0.3,N,4.0
24.0,40000.0,RENT,8.0,MEDICAL,C,4500.0,12.84,0.0,0.11,N,3.0
22.0,40000.0,MORTGAGE,6.0,VENTURE,B,4000.0,10.36,0.0,0.1,N,4.0
24.0,34068.0,RENT,2.0,EDUCATION,D,4500.0,14.84,1.0,0.13,N,3.0
23.0,41000.0,RENT,6.0,PERSONAL,C,4500.0,12.99,0.0,0.11,N,4.0
25.0,40000.0,MORTGAGE,6.0,MEDICAL,C,5000.0,12.61,0.0,0.13,Y,4.0
21.0,36000.0,RENT,1.0,VENTURE,D,4500.0,17.27,1.0,0.13,N,2.0
24.0,40000.0,MORTGAGE,4.0,MEDICAL,B,3500.0,8.88,0.0,0.09,N,2.0
26.0,40000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,5300.0,5.42,0.0,0.13,N,2.0
21.0,42000.0,RENT,4.0,DEBTCONSOLIDATION,A,4500.0,6.03,0.0,0.11,N,4.0
22.0,42000.0,RENT,2.0,DEBTCONSOLIDATION,B,4500.0,11.49,0.0,0.11,N,4.0
21.0,40000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000.0,5.79,0.0,0.15,N,3.0
26.0,42000.0,RENT,3.0,PERSONAL,A,4500.0,7.66,0.0,0.11,N,2.0
25.0,43500.0,RENT,0.0,MEDICAL,A,4500.0,6.76,0.0,0.1,N,2.0
25.0,43738.0,RENT,0.0,DEBTCONSOLIDATION,A,4500.0,5.99,0.0,0.1,N,3.0
26.0,44004.0,RENT,2.0,MEDICAL,A,4500.0,7.74,0.0,0.1,N,3.0
23.0,45000.0,RENT,0.0,VENTURE,B,4500.0,9.25,0.0,0.1,N,4.0
21.0,41000.0,RENT,2.0,DEBTCONSOLIDATION,C,4500.0,13.49,1.0,0.11,N,3.0
22.0,40000.0,MORTGAGE,6.0,PERSONAL,A,4800.0,7.718651984507156,0.0,0.12,N,2.0
26.0,48000.0,RENT,10.0,DEBTCONSOLIDATION,B,4500.0,11.11,0.0,0.09,N,4.0
23.0,48500.0,RENT,0.0,DEBTCONSOLIDATION,B,4500.0,12.21,0.0,0.09,N,4.0
22.0,44000.0,RENT,3.106088642487273,PERSONAL,D,4500.0,14.46,1.0,0.1,Y,2.0
22.0,44000.0,RENT,3.0,PERSONAL,A,4500.0,5.79,1.0,0.1,N,3.0
21.0,40000.0,MORTGAGE,3.0,MEDICAL,A,2500.0,6.76,0.0,0.06,N,4.0
